Normalized,Occurrences,Lemma,POS,NormalizedID,MorphNotes,divine name?,divine name key,persname?,persname gender,type,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
ע,"beth0236-2, jeru0349-1, jord0001-6, jord0001-185, jord0001-266, jord0001-304, masa0481-4, masa0696-1, qumr0001-36",,,w-ע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עב,"masa0696-3, qumr0001-42",,,w-עב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבד,jord0001-457,עֶבֶד,NOUN,w-עבד,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,y,servant,,,,,,,y,servant,,,,,,,,,
עבדי,jord0001-88,עֶבֶד,NOUN,w-עבדי,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_FEMININE SUF_SINGULAR SUF_PERSON_1,,,,,,,,,,,,,,,y,servant,,,,,,,y,servant,,,,,,,,,
עה,jord0001-218,,,w-עה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עהן,jeru0346-1,,,w-עהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עובד,"jeru0303-14, jord0001-248",עוֹבֵד,"PROPN, VERB",w-עובד,PARTICIPLE MASCULINE SINGULAR PERSON_ANY ABSOLUTE UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Obed,,,,,,,,,,,,,,,,,,,,,,,,,,,
עוד,jord0001-162,עוֹד,ADV,w-עוד,DET_QUANTIFIER UNSPECIFIED UNSPECIFIED ABSOLUTECONSTRUCT UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עודה,masa0472-2,,,w-עודה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עוזרל,masa0595-1,עוּזְרָר,NOUN,w-עוזרל,ADJECTIVE MASCULINE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,medlar,,,,,
עולם,jeru0343-1,עוֹלָם,NOUN,w-עולם,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,y,world,,y,eternity,,,,,,,,,,,,
עומד,jord0001-148,עמד,VERB,w-עומד,VERB MASCULINE SINGULAR PERSON_ANY PRESENT UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עושה,jord0001-469,עוֹשֶׂה,VERB,w-עושה,PARTICIPLE MASCULINE SINGULAR PERSON_ANY ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עזרה,masa0394-1,עזרה,,w-עזרה,NOUN FEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Ezra,,,,,,,,,,,,,,,,,,,,,,,,,,,
עיי,mari0004-4,,,w-עיי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
על,"beth0234-2, jord0001-233, jord0001-256, jord0001-321, jord0001-324, jord0001-412, mger0150-5",עַל,PREP,w-על,PREPOSITION UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עליך,jord0001-406,עַל,PREP,w-עליך,PREPOSITION SUF_PRONOMINAL SUF_TYPE_NOMINATIVE SUF_MASCULINE SUF_SINGULAR SUF_PERSON_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלירושלם,jord0001-71,יְרוּשָׁלַיִם,PROPN,w-עלירושלם,[none provided],,,,,,,,,,,,,,,,,y,Jerusalem,https://pleiades.stoa.org/places/687928,,,,,,,,,,,,,,
עלם,jord0001-572,עוֹלָם,NOUN,w-עלם,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,y,world,,y,eternity,,,,,,,,,,,,
עלעזר,jeru0528-1,אֶלְעָזָר,PROPN,w-עלעזר,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Eleazar,,,,,,,,,,,,,,,,,,,,,,,,,,,
עם,"beth0237-34, beth0243-6",עִם,PREP,w-עם,PREPOSITION UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמו,jord0001-325,עַם,NOUN,w-עמו,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמי,jord0001-441,עַם,NOUN,w-עמי,PREPOSITION UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמידת,beth0237-32,עֲמִידָה,,w-עמידת,NOUN FEMININE SINGULAR CONSTRUCT UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,resurrection,,,
עמך,jord0001-311,עַם,NOUN,w-עמך,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_MASCULINE SUF_SINGULAR SUF_PERSON_2,,,,,,,,,,,,,y,"people, nation",,,,,,,,,,,,,,,,,,,
ענלכן,huqo0001-13,עָמָל,NOUN,w-ענלכן,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,labor
ערתה,jeru0492-28,,,w-ערתה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשירי,masa0588-1,עֲשָׂרָה,X,w-עשירי,NUMBER MASCULINE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשרה,beth0248-14,עֲשָׂרָה,X,w-עשרה,NUMBER MASCULINE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשרין,beth0237-14,עֶשְׂרִין,X,w-עשרין,NONSTANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ף,masa0605-1,,,w-ף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פ,jord0001-94,,,w-פ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פאריגרי,beth0257-1,פאריגרי,PROPN,w-פאריגרי,ADJECTIVE MASCULINE SINGULAR ABSOLUTE UNSPECIFIED,,,y,m,Jewish,Parigoris,,,,,,,,,,,,,,,,,,,,,,,,,,,
פדא,jeru0392-1,פדא,PROPN,w-פדא,VERB MASCULINE SINGULAR PERSON_3 PAST UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Peda,,,,,,,,,,,,,,,,,,,,,,,,,,,
פה,jeru0492-15,,,w-פה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פטי,"masa0388-1, masa0435-2",פָּטִי,PROPN,w-פטי,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE SUF_MASCULINEFEMININE SUF_SINGULAR SUF_PERSON_1,,,y,m,Jewish,Pati,,,,,,,,,,,,,,,,,,,,,,,,,,,
פינחס,jeru0451-1,פִּינְחָס,PROPN,w-פינחס,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Pinhas,,,,,,,,,,,,,,,,,,,,,,,,,,,
פכ,jord0001-228,,,w-פכ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פל,jeru0410-1,,,w-פל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פלוף,caes0518-5,,,w-פלוף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פנחי,"masa0037-2, masa0502-2",,,w-פנחי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פסולא,masa0455-1,פְּסוּלָא,NOUN,w-פסולא,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פסולות,masa0454-3,פָּסוּל,ADJ,w-פסולות,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פרוטין,masa0453a-1,פרוטין,NOUN,w-פרוטין,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פרס,hali0001-5,פרס,NOUN,w-פרס,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,y,paras,,,,,,,
פש,beth0271-2,,,w-פש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פתו,mger0037-3,,,w-פתו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צ,"jord0001-344, qumr0001-31",,,w-צ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צבא,jord0001-353,צָבָא,NOUN,w-צבא,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,y,hosts,,,,,,,,,,,,,,,,,y,hosts,,,
צבאות,"jord0001-53, jord0001-108, jord0001-124, jord0001-178, jord0001-206, jord0001-277, jord0001-361",צָבָא,NOUN,w-צבאות,NOUN MASCULINE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,y,hosts,,,,,,,,,,,,,,,,,y,hosts,,,
צבאת,"jord0001-422, jord0001-433, jord0001-555",צָבָא,NOUN,w-צבאת,VERB FEMININE SINGULAR PERSON_2 PAST UNSPECIFIED UNSPECIFIED,,,,,,,,,,,y,hosts,,,,,,,,,,,,,,,,,y,hosts,,,
צדיק,beth0248-17,צַדִּיק,ADJ,w-צדיק,ADJECTIVE MASCULINE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,righteous,,,
צדיקים,beth0247-9,צַדִּיק,ADJ,w-צדיקים,ADJECTIVE MASCULINE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,righteous,,,
ציפון,masa0436-1,ציפון,NOUN,w-ציפון,VERB MASCULINE PLURAL PERSON_2 IMPERATIVE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_ACCUSATIVE SUF_FEMININE SUF_PLURAL SUF_PERSON_3,,,y,,Jewish,Tzifon,,,,,,,,,,,,,,,,,,,,,,,,,y,direction,west
צל,jord0001-264,,,w-צל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צרים,jord0001-529,צַר,ADJ,w-צרים,PARTICIPLE MASCULINE PLURAL PERSON_ANY ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צרין,jeru0379-3,,,w-צרין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ק,"beth0251-1, jeru0349-4, jeru0371-2, jeru0371-5, jord0001-39, masa0459-1, qumr0002-1",ק,,w-ק,NUMBER UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,y,qab,,,y,"sacrifice, holy",,,
קבר,jeru0303-2,קֶבֶר,NOUN,w-קבר,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,y,tomb,,,,,,,,,,,,,,,
קדדין,masa0551-1,קֶדֶד,NOUN,w-קדדין,NOUN MASCULINE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,y,seasoning plant,,,,,,,
קדושה,jord0001-114,קדש,VERB,w-קדושה,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,holy,,,
קדושי,jord0001-398,קָדוֹשׁ,NOUN,w-קדושי,NOUN MASCULINE PLURAL ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy,,,
קדושים,jord0001-487,,,w-קדושים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy,,,
קדש,"masa0453c-1, masa0453d-1",,,w-קדש,[none provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy,,,
קו,beth0261-3,,,w-קו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קומה,neta0001-1,קום,VERB,w-קומה,NOUN MASCULINEFEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קורים,mari0004-3,קרי,VERB,w-קורים,VERB MASCULINE PLURAL PERSON_ANY PRESENT UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קורשא,jeru0381-3,קוּרְשָׁא,NOUN,w-קורשא,ADVERB SUF_PRONOMINAL SUF_TYPE_NOMINATIVE UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,,Jewish,Kursha,,,,,,,,,,,,,,,,,,,,,y,board,,,,,
קיטוט,jord0001-164,קִטּוּט,NOUN,w-קיטוט,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קיפא,"jent0006-3, jeru0300-5",קיפא,PROPN,w-קיפא,VERB MASCULINE SINGULAR PERSON_3 PAST UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Caiaphas,,,,,,,,,,,,,,,,,,,,,,,,,,,
קירה,"beth0241-1, beth0242-3, beth0246-6",קירה,NOUN,w-קירה,Aramaic PARTICIPLE FEMININE SINGULAR PERSON_3 ABSOLUTE PASSIVE UNSPECIFIED,,,,,,,,,y,lady,,,,,,,,,,,,,,,,,,,,,,,
קירילא,beth0240-1,קירילא,PROPN,w-קירילא,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,y,f,Jewish,Cyrilla,,,,,,,,,,,,,,,,,,,,,,,,,,,
קני,masa0474-2,קַנָּאִי,NOUN,w-קני,VERB MASCULINE SINGULAR PERSON_3 PRESENT UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,y,silversmith,,,,,y,zealot,y,,zealot
קצבא,"masa0038-6, masa0512-1",קַצָּבָא,NOUN,w-קצבא,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,y,butcher,,,,,,,,,
קרבן,"jeru0365-3, jeru0367-1, jeru0526-2, jeru0534-4",קׇרְבָּן,NOUN,w-קרבן,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,sacrifice,y,sacrifice,,,
קרקס,jeru0393-1,קררס,NOUN,w-קרקס,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,crocus,,,,,
קתרא,masa0405-2,קתרא,PROPN,w-קתרא,ADVERB SUF_PRONOMINAL SUF_TYPE_NOMINATIVE UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Katra,,,,,,,,,,,,,,,,,,,,,,,,,,,
ר,"beth0263-4, jord0001-144, jord0001-312, masa0597-1, masa0598-1, masa0599-1, masa0600-1, masa0601-1, masa0602-1, masa0696-2",ר,NOUN,w-ר,NUMBER UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,reva,,,y,coin,reva
רא,jord0001-534,,,w-רא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ראו,jord0001-341,ראה,VERB,w-ראו,VERB MASCULINEFEMININE PLURAL PERSON_3 PAST UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ראובן,"haif0010-4, jeru0374-1",רְאוּבֵן,PROPN,w-ראובן,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ראנא,jeru0357-3,רָאנָא,PROPN,w-ראנא,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב,jeru0502-1,רַב,NOUN,w-רב,DET_QUANTIFIER UNSPECIFIED UNSPECIFIED ABSOLUTECONSTRUCT UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,y,religious,rabbi,,,,,,,,,,,,,y,rabbi,,,,,y,rabbi,,,
רבא,masa0391-1,רַבָּא,ADJ,w-רבא,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,y,religious,high priest,,,,,,,,,,,,,y,high priest,,,,,y,high priest,,,
רבה,jeru0492-9,רַבָּה,ADJ,w-רבה,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,y,religious,high priest,,,,,,,,,,,,,y,high priest,,,,,y,high priest,,,
רבי,"beth0230-1, beth0237-7, beth0237-20, beth0237-24, beth0238-1, beth0239-6, beth0239-10, beth0239-14, beth0243-4, beth0244-7, beth0244-11, beth0245-4, beth0246-10, beth0247-6, beth0248-5, beth0248-9, beth0250-4, beth0250-8, beth0255-4, jaff0057-3",רַב,NOUN,w-רבי,NOUN MASCULINE SINGULAR UNSPECIFIED NOUNTYPE_HONORIFIC UNSPECIFIED,,,,,,,,y,religious,rabbi,,,,,,,,,,,,,y,rabbi,,,,,y,rabbi,,,
רבים,jord0001-420,רַב,ADJ,w-רבים,ADJECTIVE MASCULINE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רדכי,caes0519-2,,,w-רדכי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רה,jeru0350-7,,,w-רה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רוח,jord0001-371,רוּחַ,NOUN,w-רוח,NOUN MASCULINEFEMININE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,y,"wind, spirit",y,spirit,,,
רועין,jord0001-476,רוֹעֶה,NOUN,w-רועין,PARTICIPLE MASCULINE PLURAL PERSON_ANY ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,y,shepherd,,,,,,,,,
רור,masa0549-2,רוּת,PROPN,w-רור,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רות,"beth0262-1, beth0262-2",,,w-רות,,,,y,f,Jewish,Ruth,,,,,,,,,,,,,,,,,,,,,,,,,,,
רי,"jeru0459-2, masa0401-2",,,w-רי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ריה,jeru0501-2,,,w-ריה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רילס,beth0251-2,,,w-רילס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רים,jord0001-95,,,w-רים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ש,"beth0239-13, beth0241-2, beth0248-3, beth0266-1, beth0276-1, huqo0001-19, jeru0382-1, jeru0396-1, jord0001-26, jord0001-73, jord0001-293, jord0001-296, jord0001-380, jord0001-466, masa0416-3, qumr0002-2",,,w-ש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שׁלבידוד,jeru0500-1,,,w-שׁלבידוד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שׁלמסין,jeru0454-5,שלמציון,PROPN,w-שׁלמסין,1-PreLets PRE_RELATIVIZER_SUBORDINATING VERB FEMININE PLURAL PERSON_3 FUTURE UNSPECIFIED UNSPECIFIED,,,y,f,Jewish,Shelamzion,,,,,,,,,,,,,,,,,,,,,,,,,,,
שׁלמציון,jeru0453-2,שלמציון,PROPN,w-שׁלמציון,Aramaic 2-PreLets PRE_PREPOSITIONAL PRE_RELATIVIZER_SUBORDINATING PRE_DEFSTATUS_NOTDEFINITE VERB MASCULINE PLURAL PERSON_3 PAST UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_ACCUSATIVE SUF_MASCULINE SUF_SINGULAR SUF_PERSON_1,,,y,f,Jewish,Shelamzion,,,,,,,,,,,,,,,,,,,,,,,,,,,
שׁמעון,jeru0501-3,שִׁמְעוֹן,PROPN,w-שׁמעון,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאול,"masa0038-2, masa0410-1, masa0509-1, shap0004-1",שָׁאוּל,PROPN,w-שאול,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Saul,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאל,"masa0038-1, masa0508-1",שאל,PROPN,w-שאל,VERB MASCULINE SINGULAR PERSON_3 PAST UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Saul,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאלני,"jord0001-49, jord0001-132",שׁאל,VERB,w-שאלני,VERB MASCULINE SINGULAR PERSON_3 PAST UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_ACCUSATIVE SUF_MASCULINEFEMININE SUF_SINGULAR SUF_PERSON_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאלת,jord0001-45,,,w-שאלת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאמ,jord0001-335,,,w-שאמ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שב,jord0001-217,,,w-שב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבי,"anna0003-1, anna0004-1",שֹׁבָי,PROPN,w-שבי,1-PreLets PRE_RELATIVIZER_SUBORDINATING PREPOSITION SUF_PRONOMINAL SUF_TYPE_NOMINATIVE SUF_MASCULINEFEMININE SUF_SINGULAR SUF_PERSON_1,,,y,m,Jewish,Shobai,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבע,"beth0248-13, jord0001-183",שִׁבְעָה,X,w-שבע,NUMBER FEMININE PLURAL ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,emotion,"anguish, mourning"
שבר,haif0010-1,שֶׁבֶר,NOUN,w-שבר,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבתי,akld0021-1,שַׁבְּתַי,PROPN,w-שבתי,PROPERNAME UNSPECIFIED UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,y,m,Jewish,Shabtai,,,,,,,,,,,,,,,,,,,,,,,,,,,
שג,jord0001-330,,,w-שג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שהוא,jord0001-251,הוּא,PRON,w-שהוא,1-PreLets PRE_RELATIVIZER_SUBORDINATING PRONOUN MASCULINE SINGULAR PERSON_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שהלרבי,dabb0006-4,רַב,NOUN,w-שהלרבי,2-PreLets PRE_DEFINITEARTICLE PRE_RELATIVIZER_SUBORDINATING NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED SUF_PRONOMINAL SUF_TYPE_POSSESSIVE UNSPECIFIED UNSPECIFIED UNSPECIFIED,,,,,,,,,y,religious,rabbi,,,,,,,,,,,,y,rabbi,,,,,y,rabbi,,,
שהן,huqo0001-5,הוּא,PRON,w-שהן,1-PreLets PRE_RELATIVIZER_SUBORDINATING PRONOUN FEMININE PLURAL PERSON_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שוי,"beth0227-11, beth0227-12",שִׁוָּה,VERB,w-שוי,VERB MASCULINE SINGULAR PERSON_3 PRESENT UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שור,tibe0001-2,שׁוֹר,NOUN,w-שור,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,zodiac sign,"Taurus, ox"
שח,jeru0357-14,,,w-שח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שיכת,jeru0350-5,,,w-שיכת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שים,jord0001-97,שׂים,VERB,w-שים,VERB MASCULINE SINGULAR PERSON_2 IMPERATIVE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שירם,jord0001-285,רוּם,VERB,w-שירם,1-PreLets PRE_RELATIVIZER_SUBORDINATING VERB MASCULINE SINGULAR PERSON_3 FUTURE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
של,"beth0227-3, beth0227-15, beth0228-3, beth0237-6, beth0237-19, beth0237-23, beth0239-5, beth0242-2, beth0243-3, beth0244-3, beth0244-6, beth0244-10, beth0245-3, beth0246-5, beth0246-9, beth0247-3, beth0247-5, beth0248-8, beth0250-3, beth0250-7, beth0255-3, beth0261-8, jaff0054-4, jaff0057-8, jeru0303-4, jord0001-339",שֶׁל,PREP,w-של,SHEL_PREP UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלהן,jord0001-416,שֶׁל,PREP,w-שלהן,SHEL_PREP UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלום,"beth0236-1, beth0241-5, beth0246-14, beth0255-8, beth0268-1, beth0269-1, beth0270-1, beth0274-1, caes0518-3, jaff0040-1, jaff0054-8, jent0005-1, jeru0017-1, jeru0017-4, jeru0351-1, jeru0390-1, jeru0390-2, jeru0409-1, jeru0419-1, jeru0435-1, jeru0443-1, jord0001-404, mari0004-11, masa0404-1",שָׁלוֹם,NOUN,w-שלום,NOUN MASCULINE SINGULAR ABSOLUTE UNSPECIFIED UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,peace
שלומ,akld0024-3,שָׁלוֹם,NOUN,w-שלומ,PROPERNAME MASCULINE SINGULAR UNSPECIFIED UNSPECIFIED,,,y,f,Jewish,Shalom,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלוש,jord0001-81,שְׁלוֹשָׁה,X,w-שלוש,NUMBER FEMININE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלושה,"jord0001-212, jord0001-235, jord0001-397, jord0001-442, jord0001-475, jord0001-509, jord0001-513, jord0001-548",שְׁלוֹשָׁה,X,w-שלושה,NUMBER MASCULINE SINGULAR ABSOLUTE UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלושת,beth0244-4,שְׁלוֹשָׁה,X,w-שלושת,NUMBER MASCULINE PLURAL CONSTRUCT UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
